food_id,platform,restaurant_name,restaurant_id,food_item,category,food_price,delivery_fee,packaging_fee,tax_amount,final_price,delivery_time_min,restaurant_rating,review_count,available_coupon,coupon_discount,cashback,free_delivery,demand_level,time_slot,day_of_week,festival_indicator,timestamp
FOOD001114,Zomato,Baskin Robbins,RES0035,Kaju Katli (250g),Desserts,247.15,21.2,17.72,16.17,247.15,21,4.3,1436,1,60.47,0.0,No,Low,Breakfast,Thursday,0,2026-06-11 07:00:35
FOOD001115,Swiggy,Green Bowl,RES0052,Sprouts Salad,Salads,141.99,0.0,11.85,7.1,160.94,37,4.0,11336,0,0.0,0.0,Yes,Medium,Lunch,Thursday,0,2026-07-16 13:21:01
FOOD001116,Swiggy,McDonald's,RES0013,Cheese Burger,Burger,108.77,46.41,21.67,13.79,157.12,49,3.4,4157,1,33.52,0.0,No,High,Dinner,Saturday,0,2026-07-04 23:44:32
FOOD001117,Zomato,Wendy's,RES0015,Chicken Zinger Burger,Burger,178.88,15.32,22.77,11.7,228.67,19,4.1,10262,0,0.0,0.0,No,Low,Breakfast,Friday,0,2026-07-03 08:30:37
FOOD001118,Swiggy,Third Wave Coffee,RES0038,Iced Tea,Beverages,149.41,21.08,15.1,11.26,196.85,31,4.3,1937,0,0.0,0.0,No,Medium,Lunch,Wednesday,0,2026-07-08 14:49:40
FOOD001119,Swiggy,Wow China,RES0018,Schezwan Rice,Chinese,162.06,30.05,22.18,13.51,227.8,23,3.3,6266,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-07-27 22:04:39
FOOD001120,Zomato,Wow China,RES0018,Veg Fried Rice,Chinese,161.8,30.24,27.16,13.53,232.73,36,3.3,6212,0,0.0,0.0,No,Medium,Dinner,Wednesday,0,2026-02-25 03:33:31
FOOD001121,Swiggy,Wendy's,RES0015,Paneer Tikka Burger,Burger,181.0,0.0,15.8,9.05,205.85,39,4.0,10281,0,0.0,0.0,Yes,Medium,Dinner,Thursday,0,2026-05-28 19:41:15
FOOD001122,Swiggy,Oven Story Pizza,RES0010,Margherita Pizza,Pizza,189.85,29.02,21.02,14.72,254.61,25,4.0,5412,0,0.0,0.0,No,Low,Breakfast,Monday,0,2026-07-27 06:29:19
FOOD001123,Swiggy,Burger King,RES0012,Chicken Zinger Burger,Burger,352.1,24.07,17.92,21.94,416.03,43,3.9,11980,0,0.0,0.0,No,Medium,Dinner,Friday,0,2026-05-22 22:03:55
FOOD001124,Swiggy,McDonald's,RES0013,Cheese Burger,Burger,188.27,0.0,16.88,9.41,214.56,38,3.5,4233,0,0.0,0.0,Yes,Medium,Dinner,Wednesday,0,2026-05-13 21:21:11
FOOD001125,Zomato,Behrouz Biryani,RES0014,Veg Biryani,Biryani,229.42,20.42,18.42,15.15,283.41,25,3.4,11862,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-03-02 20:03:08
FOOD001126,Zomato,Green Bowl,RES0052,Greek Salad,Salads,214.26,21.49,15.62,14.58,217.0,38,4.0,11329,1,48.95,38.53,No,Medium,Dinner,Monday,0,2026-07-20 20:13:12
FOOD001127,Zomato,Wow China,RES0018,Chilli Chicken,Chinese,245.3,24.69,17.55,16.71,245.3,35,3.3,6215,1,83.53,0.0,No,Medium,Dinner,Wednesday,0,2026-05-27 22:56:48
FOOD001128,Swiggy,Dragon Wok,RES0020,Chilli Chicken,Chinese,556.28,32.67,29.26,33.69,566.45,52,4.2,7578,1,85.45,0.0,No,High,Dinner,Sunday,0,2026-05-31 21:57:11
FOOD001129,Swiggy,Deli 9 Bistro,RES0030,Veg Thali,North Indian,246.67,34.29,20.69,18.51,320.16,31,4.1,10187,0,0.0,0.0,No,Medium,Lunch,Friday,0,2026-05-29 13:14:49
FOOD001130,Zomato,Salad Days,RES0053,Quinoa Bowl,Salads,670.38,20.52,31.94,37.21,760.05,27,4.1,3435,0,0.0,0.0,No,Medium,Lunch,Wednesday,0,2026-07-01 14:40:50
FOOD001131,Swiggy,Yo Momo,RES0047,Steamed Veg Momos,Momos,188.06,0.0,21.01,9.4,188.06,33,3.6,207,1,49.7,0.0,Yes,Medium,Dinner,Friday,0,2026-06-26 17:46:46
FOOD001132,Swiggy,Momo Point,RES0046,Cheese Corn Momos,Momos,132.25,28.57,13.7,11.76,186.28,19,4.4,1296,0,0.0,0.0,No,Low,Breakfast,Monday,0,2026-02-02 08:18:48
FOOD001133,Swiggy,Baskin Robbins,RES0035,Ice Cream Tub,Desserts,229.63,41.88,26.01,19.02,316.54,42,4.3,1424,0,0.0,20.98,No,High,Dinner,Sunday,0,2026-02-22 20:14:47
FOOD001134,Swiggy,Pista House,RES0006,Veg Biryani,Biryani,239.43,25.15,16.25,16.5,297.33,32,3.8,9837,0,0.0,0.0,No,Low,Breakfast,Wednesday,0,2026-07-29 10:41:39
FOOD001135,Zomato,Green Bowl,RES0052,Sprouts Salad,Salads,100.63,0.0,23.24,5.03,128.9,42,4.1,11319,0,0.0,0.0,Yes,Medium,Dinner,Monday,0,2026-03-30 22:04:18
FOOD001136,Zomato,Burger King,RES0012,Double Patty Burger,Burger,212.36,19.88,17.05,14.2,214.22,35,4.0,11963,1,49.27,0.0,No,Medium,Dinner,Tuesday,0,2026-02-24 20:41:00
FOOD001137,Swiggy,Karachi Bakery,RES0032,Gulab Jamun (4 pc),Desserts,111.06,40.94,20.31,12.92,169.76,45,4.4,1225,1,15.47,0.0,No,High,Dinner,Sunday,0,2026-05-10 21:20:30
FOOD001138,Zomato,Cream Stone,RES0036,Gulab Jamun (4 pc),Desserts,63.15,30.62,16.5,8.67,118.94,38,4.1,814,0,0.0,0.0,No,Medium,Lunch,Thursday,0,2026-07-23 14:23:19
FOOD001139,Zomato,Chicago Pizza,RES0011,Peppy Paneer Pizza,Pizza,801.6,31.35,20.73,45.72,899.4,28,4.3,6219,0,0.0,0.0,No,Medium,Lunch,Saturday,0,2026-05-16 12:33:35
FOOD001140,Zomato,Wendy's,RES0015,Paneer Tikka Burger,Burger,112.9,0.0,12.56,5.64,112.9,35,4.1,10321,1,21.74,0.0,Yes,Medium,Lunch,Sunday,0,2026-04-26 14:26:23
FOOD001141,Swiggy,Mainland China,RES0017,Hakka Noodles,Chinese,155.79,37.65,15.14,14.57,223.15,27,4.3,1842,0,0.0,9.73,No,Medium,Dinner,Sunday,0,2026-02-01 21:07:12
FOOD001142,Swiggy,Mainland China,RES0017,Hakka Noodles,Chinese,431.28,0.0,29.51,21.56,447.51,41,4.1,1853,1,34.84,37.47,Yes,Medium,Dinner,Thursday,0,2026-05-07 03:57:46
FOOD001143,Zomato,Baskin Robbins,RES0035,Kaju Katli (250g),Desserts,244.71,34.19,23.87,18.39,272.91,35,4.4,1469,1,48.25,0.0,No,Medium,Dinner,Sunday,0,2026-06-07 20:20:20
FOOD001144,Swiggy,Oven Story Pizza,RES0010,Cheese Burst Pizza,Pizza,351.82,0.0,20.66,17.59,351.82,46,4.2,5407,1,43.36,0.0,Yes,Medium,Dinner,Wednesday,0,2026-06-24 19:12:39
FOOD001145,Zomato,Cream Stone,RES0036,Osmania Biscuit (250g),Desserts,143.06,27.34,11.9,12.07,194.37,23,4.1,895,0,0.0,38.9,No,Medium,Lunch,Friday,0,2026-05-22 12:45:20
FOOD001146,Zomato,Meenakshi Bhavan,RES0026,Idli Sambar,South Indian,91.38,10.83,16.88,6.52,93.03,21,4.5,160,1,32.58,0.0,No,Low,Breakfast,Monday,0,2026-07-06 09:58:04
FOOD001147,Zomato,La Pino'z Pizza,RES0009,Peppy Paneer Pizza,Pizza,360.62,0.0,23.56,18.03,402.21,35,4.1,11839,0,0.0,38.13,Yes,Medium,Dinner,Sunday,0,2026-02-22 20:15:01
FOOD001148,Swiggy,La Pino'z Pizza,RES0009,Chicken Supreme Pizza,Pizza,516.68,25.0,21.51,30.33,593.52,25,4.3,11889,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-04-27 22:20:45
FOOD001149,Zomato,Alpha Hotel,RES0005,Veg Biryani,Biryani,147.34,25.76,15.97,12.0,170.44,41,4.2,6105,1,30.63,0.0,No,Medium,Lunch,Saturday,0,2026-02-21 12:51:17
FOOD001150,Swiggy,Deli 9 Bistro,RES0030,Butter Chicken,North Indian,810.39,22.24,20.97,44.52,898.12,24,4.1,10208,0,0.0,0.0,No,Low,Breakfast,Saturday,0,2026-04-25 09:00:07
FOOD001151,Swiggy,Karachi Bakery,RES0032,Gulab Jamun (4 pc),Desserts,116.13,0.0,15.77,5.81,137.71,30,4.4,1273,0,0.0,0.0,Yes,Medium,Dinner,Tuesday,0,2026-02-10 19:41:31
FOOD001152,Zomato,Subway,RES0048,Chicken Sandwich,Sandwich,145.03,31.75,21.92,12.97,211.67,29,4.3,8086,0,0.0,0.0,No,Medium,Dinner,Thursday,0,2026-05-14 20:08:12
FOOD001153,Swiggy,Rayalaseema Ruchulu,RES0025,Masala Dosa,South Indian,83.96,17.63,13.0,7.37,121.96,26,3.6,5944,0,0.0,0.0,No,Low,Breakfast,Tuesday,0,2026-06-02 09:57:26
FOOD001154,Swiggy,Labbaik Sweets,RES0033,Osmania Biscuit (250g),Desserts,106.33,27.5,15.45,10.27,159.55,34,4.2,7443,0,0.0,10.41,No,Medium,Dinner,Sunday,0,2026-02-08 22:37:07
FOOD001155,Swiggy,Bawarchi,RES0002,Mutton Biryani,Biryani,439.05,38.14,18.74,28.82,465.94,33,4.0,10790,1,58.81,31.96,No,Medium,Dinner,Sunday,0,2026-07-26 01:14:18
FOOD001156,Swiggy,Cafe Bahar,RES0004,Veg Biryani,Biryani,147.3,28.23,19.89,12.45,188.94,39,3.9,3699,1,18.93,0.0,No,Medium,Lunch,Sunday,0,2026-07-19 13:20:52
FOOD001157,Swiggy,Green Bowl,RES0052,Greek Salad,Salads,343.84,0.0,31.67,17.19,392.7,40,4.0,11354,0,0.0,0.0,Yes,Medium,Lunch,Friday,0,2026-07-24 14:07:12
FOOD001158,Swiggy,Irani Chai Adda,RES0041,Fresh Lime Soda,Beverages,139.8,23.18,27.43,11.16,201.57,44,3.9,5454,0,0.0,0.0,No,Medium,Dinner,Tuesday,0,2026-02-24 22:52:00
FOOD001159,Zomato,Mainland China,RES0017,Schezwan Rice,Chinese,437.5,0.0,28.11,21.88,437.5,47,4.3,1854,1,68.37,0.0,Yes,High,Lunch,Sunday,0,2026-04-19 16:15:45
FOOD001160,Zomato,Shah Ghouse,RES0003,Prawn Biryani,Biryani,314.84,32.27,13.62,21.55,382.28,31,3.8,769,0,0.0,0.0,No,Medium,Dinner,Tuesday,0,2026-03-10 20:46:05
FOOD001161,Swiggy,Chutneys,RES0022,Masala Dosa,South Indian,389.88,0.0,17.09,19.49,426.46,24,4.2,3070,0,0.0,0.0,Yes,Medium,Dinner,Thursday,0,2026-04-30 19:19:56
FOOD001162,Zomato,Dragon Wok,RES0020,Chicken Manchurian,Chinese,495.36,0.0,28.5,24.77,495.36,22,4.2,7569,1,55.99,0.0,Yes,Low,Breakfast,Friday,0,2026-06-19 10:35:45
FOOD001163,Swiggy,Faasos,RES0016,Cheese Burger,Burger,107.8,18.72,11.34,8.76,146.62,13,4.3,7436,0,0.0,12.37,No,Low,Breakfast,Monday,0,2026-06-15 09:47:26
FOOD001164,Swiggy,Rolls Kingdom,RES0043,Chicken Kathi Roll,Rolls,152.59,0.0,19.02,7.63,152.59,38,4.2,6766,1,39.5,0.0,Yes,Medium,Dinner,Sunday,0,2026-05-10 22:25:06
FOOD001165,Zomato,Irani Chai Adda,RES0041,Cold Coffee,Beverages,110.73,23.21,17.99,9.71,161.64,36,3.8,5384,0,0.0,0.0,No,Medium,Lunch,Sunday,0,2026-02-15 12:39:20
FOOD001166,Swiggy,McDonald's,RES0013,Classic Veg Burger,Burger,99.79,0.0,24.68,4.99,129.46,38,3.4,4209,0,0.0,0.0,Yes,Medium,Lunch,Thursday,0,2026-05-28 16:28:38
FOOD001167,Zomato,Rolls Kingdom,RES0043,Paneer Roll,Rolls,121.28,24.46,27.69,10.47,183.9,36,4.0,6791,0,0.0,0.0,No,Medium,Dinner,Thursday,0,2026-06-04 21:54:41
FOOD001168,Zomato,Behrouz Biryani,RES0014,Mutton Biryani,Biryani,327.84,26.1,16.32,21.09,327.84,29,3.5,11899,1,91.32,0.0,No,Medium,Dinner,Tuesday,0,2026-03-31 21:12:42
FOOD001169,Zomato,Cafe Bahar,RES0004,Chicken Dum Biryani,Biryani,597.16,22.6,20.4,33.93,674.09,38,3.7,3662,0,0.0,0.0,No,Medium,Dinner,Friday,0,2026-06-26 21:59:55
FOOD001170,Zomato,Meenakshi Bhavan,RES0026,Idli Sambar,South Indian,79.92,0.0,20.14,4.0,94.23,19,4.5,172,1,9.83,0.0,Yes,Low,Breakfast,Wednesday,0,2026-07-22 08:37:16
FOOD001171,Zomato,Labbaik Sweets,RES0033,Osmania Biscuit (250g),Desserts,84.63,0.0,16.65,4.23,105.51,31,4.1,7420,0,0.0,0.0,Yes,Medium,Dinner,Wednesday,0,2026-05-27 17:17:42
FOOD001172,Swiggy,Kathi Junction,RES0042,Egg Roll,Rolls,225.16,0.0,14.91,11.26,251.33,42,3.9,7661,0,0.0,0.0,Yes,Medium,Dinner,Friday,0,2026-03-27 17:04:23
FOOD001173,Zomato,Beijing Bites,RES0021,Hakka Noodles,Chinese,216.25,29.27,16.44,16.08,216.25,30,3.6,4646,1,69.86,0.0,No,Medium,Dinner,Friday,0,2026-07-10 05:34:28
FOOD001174,Swiggy,Starbucks,RES0040,Cappuccino,Beverages,414.02,35.03,21.62,27.01,497.68,33,4.6,11768,0,0.0,0.0,No,Medium,Dinner,Wednesday,0,2026-07-29 22:46:26
FOOD001175,Zomato,Wendy's,RES0015,Cheese Burger,Burger,468.33,17.87,24.15,26.63,493.15,32,4.1,10356,1,43.83,0.0,No,Medium,Dinner,Monday,0,2026-06-15 22:29:08
FOOD001176,Swiggy,Subway,RES0048,Club Sandwich,Sandwich,131.98,21.26,20.91,10.43,184.58,37,4.4,8084,0,0.0,0.0,No,Medium,Breakfast,Sunday,0,2026-07-12 06:52:44
FOOD001177,Swiggy,Freshmenu Salads,RES0051,Fruit Bowl,Salads,240.76,0.0,27.74,12.04,280.54,33,4.6,5861,0,0.0,0.0,Yes,Medium,Dinner,Thursday,0,2026-03-12 18:48:15
FOOD001178,Swiggy,Third Wave Coffee,RES0038,Fresh Lime Soda,Beverages,78.28,29.11,16.36,9.15,111.74,43,4.4,1934,1,21.16,0.0,No,Medium,Dinner,Monday,0,2026-06-29 17:47:43
FOOD001179,Swiggy,Deli 9 Bistro,RES0030,Veg Thali,North Indian,272.62,33.44,16.05,19.65,272.62,34,4.1,10219,1,95.09,0.0,No,Medium,Dinner,Saturday,0,2026-05-30 20:56:19
FOOD001180,Zomato,Starbucks,RES0040,Fresh Lime Soda,Beverages,152.82,24.11,24.91,11.98,213.82,33,4.7,11762,0,0.0,33.25,No,Medium,Dinner,Sunday,0,2026-02-15 22:51:10
FOOD001181,Zomato,Wendy's,RES0015,Cheese Burger,Burger,179.27,19.9,22.84,12.55,234.56,33,3.9,10347,0,0.0,0.0,No,Medium,Lunch,Sunday,0,2026-06-28 11:29:40
FOOD001182,Zomato,Sandwich Zone,RES0049,Club Sandwich,Sandwich,201.03,23.78,8.07,14.33,247.21,39,3.6,1270,0,0.0,0.0,No,Medium,Dinner,Saturday,0,2026-07-04 20:38:06
FOOD001183,Zomato,Kathi Junction,RES0042,Veg Frankie Roll,Rolls,113.63,25.17,14.85,10.21,163.86,37,3.9,7695,0,0.0,0.0,No,Medium,Dinner,Sunday,0,2026-04-26 20:46:20
FOOD001184,Zomato,Momo Point,RES0046,Tandoori Momos,Momos,190.29,22.49,10.51,13.56,211.11,24,4.4,1312,1,25.74,0.0,No,Medium,Lunch,Wednesday,0,2026-02-11 14:56:11
FOOD001185,Zomato,Labbaik Sweets,RES0033,Osmania Biscuit (250g),Desserts,298.54,16.11,25.62,17.83,320.71,35,4.1,7391,1,37.39,0.0,No,Medium,Lunch,Saturday,0,2026-03-28 12:06:09
FOOD001186,Zomato,Oven Story Pizza,RES0010,Peppy Paneer Pizza,Pizza,254.24,24.67,13.55,17.15,309.61,33,4.1,5464,0,0.0,0.0,No,Medium,Lunch,Monday,0,2026-06-29 13:01:09
FOOD001187,Swiggy,Chowman,RES0019,Schezwan Rice,Chinese,617.61,0.0,27.94,30.88,676.43,50,3.9,9955,0,0.0,0.0,Yes,High,Dinner,Saturday,0,2026-04-18 20:45:38
FOOD001188,Swiggy,Wow China,RES0018,Chilli Chicken,Chinese,323.16,31.28,10.37,21.79,386.6,32,3.4,6201,0,0.0,0.0,No,Medium,Dinner,Wednesday,0,2026-04-29 21:51:09
FOOD001189,Zomato,Rolls Kingdom,RES0043,Egg Roll,Rolls,223.6,0.0,28.19,11.18,223.6,31,4.2,6759,1,63.16,0.0,Yes,Medium,Lunch,Sunday,0,2026-04-19 16:53:28
FOOD001190,Zomato,Mainland China,RES0017,Chilli Chicken,Chinese,298.57,27.96,18.72,19.96,298.57,47,4.2,1840,1,95.71,0.0,No,High,Lunch,Saturday,0,2026-06-27 12:31:51
FOOD001191,Zomato,Baskin Robbins,RES0035,Gulab Jamun (4 pc),Desserts,239.92,0.0,17.41,12.0,239.92,46,4.4,1402,1,43.38,0.0,Yes,Medium,Lunch,Wednesday,0,2026-04-08 12:32:26
FOOD001192,Zomato,Faasos,RES0016,Double Patty Burger,Burger,264.75,20.19,16.34,16.87,264.75,34,4.2,7453,1,94.45,0.0,No,Medium,Lunch,Monday,0,2026-07-06 14:22:56
FOOD001193,Zomato,Third Wave Coffee,RES0038,Cold Coffee,Beverages,183.32,23.32,26.38,13.36,246.38,28,4.3,1949,0,0.0,0.0,No,Medium,Dinner,Friday,0,2026-02-13 20:54:06
FOOD001194,Zomato,Third Wave Coffee,RES0038,Fresh Lime Soda,Beverages,201.5,22.56,30.68,14.14,268.88,41,4.2,1947,0,0.0,0.0,No,Medium,Dinner,Thursday,0,2026-04-09 21:48:14
FOOD001195,Swiggy,The Sandwich Co,RES0050,Bombay Sandwich,Sandwich,119.07,0.0,17.44,5.95,142.46,33,4.1,8037,0,0.0,0.0,Yes,Medium,Lunch,Monday,0,2026-03-16 16:32:36
FOOD001196,Swiggy,Ohri's Jiva Imperia,RES0031,Dal Makhani,North Indian,236.6,37.13,18.68,18.51,272.73,29,4.6,5747,1,38.19,0.0,No,Medium,Dinner,Monday,0,2026-06-22 20:04:51
FOOD001197,Swiggy,Chowman,RES0019,Veg Fried Rice,Chinese,199.3,24.64,17.28,14.4,255.62,20,4.0,9883,0,0.0,0.0,No,Medium,Lunch,Monday,0,2026-02-02 15:01:23
FOOD001198,Swiggy,Wendy's,RES0015,Cheese Burger,Burger,165.33,35.44,24.98,14.65,194.4,48,3.9,10328,1,46.0,0.0,No,Medium,Dinner,Thursday,0,2026-02-05 03:07:19
FOOD001199,Swiggy,Shah Ghouse,RES0003,Mutton Biryani,Biryani,330.54,30.03,20.61,21.93,330.54,32,3.8,798,1,87.47,0.0,No,Medium,Lunch,Sunday,0,2026-06-28 14:20:10
FOOD001200,Swiggy,Chutneys,RES0022,Idli Sambar,South Indian,83.64,0.0,19.56,4.18,83.64,45,4.1,3063,1,26.81,0.0,Yes,Medium,Dinner,Friday,0,2026-07-31 21:03:56
FOOD001201,Zomato,Rolls Kingdom,RES0043,Veg Frankie Roll,Rolls,78.26,31.02,18.93,9.5,137.71,39,4.1,6788,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-06-01 20:42:26
FOOD001202,Swiggy,Ohri's Jiva Imperia,RES0031,Tandoori Roti (2 pc),North Indian,84.66,30.84,26.16,9.78,151.44,27,4.7,5775,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-06-15 21:35:29
FOOD001203,Swiggy,Meenakshi Bhavan,RES0026,Filter Coffee,South Indian,49.57,0.0,11.43,2.48,51.44,27,4.5,183,1,12.04,0.0,Yes,Medium,Lunch,Tuesday,0,2026-04-07 16:51:09
FOOD001204,Swiggy,Burger King,RES0012,Cheese Burger,Burger,180.73,28.92,22.17,14.24,246.06,26,3.9,11917,0,0.0,0.0,No,Low,Breakfast,Monday,0,2026-03-16 08:53:38
FOOD001205,Zomato,Minerva Coffee Shop,RES0024,Filter Coffee,South Indian,35.1,0.0,22.07,1.76,58.93,22,4.6,8322,0,0.0,0.0,Yes,Low,Breakfast,Wednesday,0,2026-05-20 07:29:49
FOOD001206,Swiggy,Starbucks,RES0040,Masala Chai,Beverages,41.17,0.0,17.2,2.06,60.43,27,4.6,11754,0,0.0,5.17,Yes,Medium,Dinner,Thursday,0,2026-04-09 20:04:33
FOOD001207,Zomato,Chaayos,RES0037,Iced Tea,Beverages,113.29,0.0,18.42,5.66,137.37,36,4.3,2790,0,0.0,0.0,Yes,Medium,Lunch,Thursday,0,2026-02-26 12:50:39
FOOD001208,Swiggy,Bawarchi,RES0002,Chicken Dum Biryani,Biryani,203.9,34.75,25.07,16.45,280.17,32,4.0,10798,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-05-11 21:51:39
FOOD001209,Swiggy,Deli 9 Bistro,RES0030,Tandoori Roti (2 pc),North Indian,30.98,0.0,20.88,1.55,43.13,23,4.1,10174,1,10.28,0.0,Yes,Low,Breakfast,Tuesday,0,2026-05-12 07:17:49
FOOD001210,Swiggy,Chicago Pizza,RES0011,Chicken Supreme Pizza,Pizza,458.19,32.18,20.83,28.7,539.9,25,4.3,6157,0,0.0,0.0,No,Medium,Dinner,Thursday,0,2026-05-28 17:02:23
FOOD001211,Swiggy,Chaayos,RES0037,Cold Coffee,Beverages,155.33,30.6,25.94,13.27,170.37,41,4.2,2866,1,54.77,0.0,No,Medium,Dinner,Sunday,0,2026-05-24 19:50:28
FOOD001212,Swiggy,Irani Chai Adda,RES0041,Cold Coffee,Beverages,135.04,27.08,19.35,11.63,193.1,22,4.0,5455,0,0.0,0.0,No,Medium,Lunch,Monday,0,2026-02-02 16:21:14
FOOD001213,Zomato,Freshmenu Salads,RES0051,Fruit Bowl,Salads,141.29,26.35,19.07,11.81,198.52,35,4.4,5913,0,0.0,0.0,No,Medium,Dinner,Saturday,0,2026-05-30 21:46:10
FOOD001214,Zomato,Wendy's,RES0015,Chicken Zinger Burger,Burger,179.93,26.04,19.71,13.68,239.36,25,4.0,10294,0,0.0,10.7,No,Low,Breakfast,Thursday,0,2026-03-12 08:38:45
FOOD001215,Zomato,Starbucks,RES0040,Cold Coffee,Beverages,426.21,0.0,30.63,21.31,478.15,34,4.5,11763,0,0.0,0.0,Yes,Medium,Dinner,Monday,0,2026-06-08 21:04:41
FOOD001216,Swiggy,Meenakshi Bhavan,RES0026,Pesarattu,South Indian,116.25,0.0,19.57,5.81,141.63,32,4.4,210,0,0.0,0.0,Yes,Medium,Lunch,Sunday,0,2026-05-10 13:59:08
FOOD001217,Swiggy,Cream Stone,RES0036,Double Ka Meetha,Desserts,95.85,25.29,22.03,9.34,152.51,34,4.0,820,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-05-11 22:36:23
FOOD001218,Swiggy,McDonald's,RES0013,Paneer Tikka Burger,Burger,330.26,24.5,19.62,20.92,395.3,34,3.5,4232,0,0.0,0.0,No,Medium,Lunch,Monday,0,2026-07-06 13:42:07
FOOD001219,Swiggy,Chai Point,RES0039,Cappuccino,Beverages,128.01,0.0,22.4,6.4,156.81,46,4.2,6991,0,0.0,0.0,Yes,Medium,Dinner,Sunday,0,2026-07-12 17:21:25
FOOD001220,Zomato,Shah Ghouse,RES0003,Mutton Biryani,Biryani,774.04,26.09,28.91,43.4,872.44,33,3.8,764,0,0.0,0.0,No,Medium,Dinner,Sunday,0,2026-07-05 18:11:15
FOOD001221,Zomato,McDonald's,RES0013,Double Patty Burger,Burger,260.83,26.23,19.76,17.76,324.58,29,3.4,4169,0,0.0,0.0,No,Medium,Dinner,Sunday,0,2026-02-22 03:13:09
FOOD001222,Swiggy,Chutneys,RES0022,Idli Sambar,South Indian,51.63,23.31,16.78,6.78,82.95,21,4.3,3128,1,15.55,0.0,No,Low,Breakfast,Thursday,0,2026-06-18 08:32:56
FOOD001223,Swiggy,Wendy's,RES0015,Double Patty Burger,Burger,216.92,0.0,15.31,10.85,243.08,23,4.0,10305,0,0.0,14.9,Yes,Medium,Lunch,Sunday,0,2026-05-17 12:44:53
FOOD001224,Zomato,Chaayos,RES0037,Cold Coffee,Beverages,170.67,0.0,14.09,8.53,193.29,34,4.2,2842,0,0.0,0.0,Yes,Medium,Lunch,Monday,0,2026-05-11 16:59:10
FOOD001225,Zomato,Third Wave Coffee,RES0038,Cold Coffee,Beverages,245.86,29.91,26.47,17.68,319.92,42,4.4,1886,0,0.0,0.0,No,Medium,Lunch,Saturday,0,2026-05-16 13:10:39
FOOD001226,Swiggy,Burger King,RES0012,Cheese Burger,Burger,127.94,28.73,26.09,11.57,194.33,37,3.8,11963,0,0.0,0.0,No,Medium,Lunch,Thursday,0,2026-02-05 14:33:55
FOOD001227,Swiggy,Behrouz Biryani,RES0014,Egg Biryani,Biryani,180.15,28.68,22.29,14.17,196.54,32,3.5,11858,1,48.75,0.0,No,Medium,Dinner,Tuesday,0,2026-05-19 17:30:44
FOOD001228,Swiggy,Chaayos,RES0037,Fresh Lime Soda,Beverages,92.97,0.0,17.98,4.65,115.6,40,4.2,2863,0,0.0,0.0,Yes,Medium,Breakfast,Tuesday,1,2026-04-14 07:09:22
FOOD001229,Swiggy,Chicago Pizza,RES0011,Chicken Supreme Pizza,Pizza,310.02,0.0,9.17,15.5,334.69,54,4.2,6181,0,0.0,0.0,Yes,High,Dinner,Friday,1,2026-07-17 21:33:22
FOOD001230,Zomato,Paradise Biryani,RES0001,Egg Biryani,Biryani,207.14,0.0,18.59,10.36,236.09,29,4.1,8231,0,0.0,0.0,Yes,Medium,Lunch,Saturday,0,2026-07-25 12:52:03
FOOD001231,Zomato,Momo Point,RES0046,Paneer Momos,Momos,262.28,18.47,24.73,16.44,321.92,38,4.4,1331,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-05-11 17:54:45
FOOD001232,Swiggy,Ram Ki Bandi,RES0023,Uttapam,South Indian,85.22,0.0,16.93,4.26,106.41,21,3.8,11594,0,0.0,0.0,Yes,Low,Breakfast,Monday,0,2026-06-29 07:13:53
FOOD001233,Zomato,Deli 9 Bistro,RES0030,Butter Chicken,North Indian,309.86,0.0,20.43,15.49,345.78,18,4.1,10143,0,0.0,0.0,Yes,Low,Breakfast,Saturday,0,2026-05-23 08:56:59
FOOD001234,Zomato,Irani Chai Adda,RES0041,Cappuccino,Beverages,312.76,20.95,24.18,19.41,340.86,39,3.8,5384,1,36.44,0.0,No,Medium,Dinner,Saturday,0,2026-02-28 22:25:55
FOOD001235,Zomato,The Sandwich Co,RES0050,Bombay Sandwich,Sandwich,76.05,0.0,19.11,3.8,98.96,20,4.2,7991,0,0.0,0.0,Yes,Low,Breakfast,Wednesday,0,2026-06-24 07:34:07
FOOD001236,Swiggy,Meenakshi Bhavan,RES0026,Idli Sambar,South Indian,73.94,19.96,14.08,7.29,115.27,24,4.3,188,0,0.0,0.0,No,Low,Breakfast,Tuesday,0,2026-07-21 10:45:30
FOOD001237,Zomato,McDonald's,RES0013,Chicken Zinger Burger,Burger,207.89,0.0,16.73,10.39,235.01,16,3.5,4145,0,0.0,0.0,Yes,Low,Breakfast,Friday,0,2026-06-26 07:41:23
FOOD001238,Swiggy,Deli 9 Bistro,RES0030,Paneer Butter Masala,North Indian,249.2,0.0,19.83,12.46,281.49,38,4.0,10154,0,0.0,0.0,Yes,Medium,Dinner,Saturday,0,2026-05-30 04:02:52
