ride_id,platform,pickup_location,destination,distance_km,estimated_duration_min,vehicle_type,fare_price,base_fare,surge_multiplier,estimated_arrival_min,driver_rating,available_coupon,coupon_discount,cashback,demand_level,weather_condition,traffic_level,day_of_week,hour_of_day,festival_indicator,timestamp
RIDE002426,Rapido,Mehdipatnam,Yousufguda,5.43,22,Auto,135.01,26.47,1.21,5,4.2,1,19.89,0.0,Medium,Sunny,High,Thursday,18,0,2026-07-23 18:00:38
RIDE002427,Ola,Dilsukhnagar,Hitech City,24.86,45,Auto,438.31,32.39,1.11,3,4.2,0,0.0,0.0,Low,Sunny,Low,Monday,7,0,2026-04-06 07:34:59
RIDE002428,Uber,Secunderabad,Sainikpuri,9.81,47,Bike,162.76,21.01,1.67,11,4.5,0,0.0,8.32,High,Sunny,High,Friday,21,0,2026-04-24 21:58:10
RIDE002429,Uber,Dilsukhnagar,Alwal,19.98,53,Auto,463.53,31.18,1.36,3,4.6,0,0.0,37.28,Medium,Sunny,Medium,Saturday,19,0,2026-05-30 19:42:31
RIDE002430,Ola,Shamshabad Airport,Kapra,43.38,82,Auto,836.86,34.04,1.25,9,5.0,1,87.67,0.0,Medium,Sunny,Low,Thursday,19,0,2026-02-12 19:13:28
RIDE002431,Uber,Sainikpuri,Madhapur,24.65,115,Sedan,786.93,88.14,1.33,4,4.3,0,0.0,0.0,Medium,Cloudy,High,Wednesday,13,0,2026-04-29 13:25:24
RIDE002432,Ola,Kondapur,Balanagar,10.92,24,Bike,101.03,18.98,1.11,5,4.8,1,34.73,0.0,Low,Cloudy,Low,Saturday,7,0,2026-07-25 07:55:01
RIDE002433,Uber,LB Nagar,Malakpet,8.82,25,Mini,297.07,50.93,1.71,7,4.4,0,0.0,0.0,High,Sunny,Medium,Friday,18,0,2026-05-08 18:38:14
RIDE002434,Ola,Shamirpet,Begumpet,28.07,74,Sedan,578.81,82.81,1.0,2,4.5,0,0.0,0.0,Low,Sunny,Medium,Friday,13,0,2026-04-03 13:42:09
RIDE002435,Rapido,Kapra,Gachibowli,32.52,152,Bike,353.32,17.85,1.66,9,4.5,1,46.01,0.0,High,Sunny,High,Wednesday,17,0,2026-07-22 17:31:11
RIDE002436,Rapido,Kapra,Tolichowki,23.17,45,Auto,518.1,22.27,1.68,3,4.6,1,26.1,0.0,Medium,Rain,Low,Sunday,14,0,2026-05-10 14:20:23
RIDE002437,Uber,Banjara Hills,Secunderabad,9.89,30,Auto,248.68,31.88,1.38,5,4.2,1,70.67,0.0,Medium,Sunny,Medium,Monday,8,0,2026-02-23 08:46:54
RIDE002438,Rapido,Shankarpally,Kukatpally,35.79,69,Auto,592.86,29.26,1.26,3,5.0,0,0.0,0.0,Medium,Sunny,Low,Saturday,10,0,2026-03-28 10:14:44
RIDE002439,Ola,Moosapet,Koti,14.71,73,Bike,179.84,16.07,1.39,5,4.5,0,0.0,35.07,Medium,Sunny,High,Friday,9,0,2026-06-12 09:11:51
RIDE002440,Ola,Punjagutta,Toli Chowki,7.35,22,Sedan,213.58,61.41,1.11,1,4.8,1,50.13,0.0,Low,Sunny,Medium,Sunday,7,0,2026-05-03 07:18:26
RIDE002441,Rapido,Shamirpet,Charminar,36.94,171,Bike,474.57,15.12,1.63,6,4.5,0,0.0,50.27,Medium,Rain,High,Saturday,15,0,2026-06-13 15:04:32
RIDE002442,Rapido,Begumpet,KPHB Colony,12.05,22,Bike,112.55,15.65,1.36,3,4.6,0,0.0,0.0,Medium,Cloudy,Low,Sunday,20,0,2026-02-01 20:49:31
RIDE002443,Ola,Madhapur,Toli Chowki,7.95,16,Bike,82.97,16.2,1.33,3,4.2,0,0.0,0.0,Medium,Sunny,Low,Saturday,21,0,2026-06-06 21:08:23
RIDE002444,Ola,Himayatnagar,Mehdipatnam,6.82,13,Auto,252.64,32.35,1.99,7,4.4,0,0.0,0.0,High,Rain,Low,Sunday,19,0,2026-07-26 19:58:03
RIDE002445,Uber,Bowenpally,Tolichowki,14.68,41,Mini,324.71,45.65,1.29,7,4.5,0,0.0,0.0,Medium,Sunny,Medium,Monday,11,0,2026-04-13 11:29:32
RIDE002446,Ola,Punjagutta,Nanakramguda,16.77,78,Bike,298.15,16.55,1.89,13,3.9,1,27.94,0.0,High,Rain,High,Friday,8,0,2026-02-20 08:26:29
RIDE002447,Uber,Panjagutta,Abids,6.42,30,Auto,246.71,31.32,1.72,11,4.4,0,0.0,0.0,High,Cloudy,High,Wednesday,18,0,2026-04-22 18:25:08
RIDE002448,Rapido,Shamshabad Airport,Balanagar,38.64,73,Bike,279.76,16.75,1.38,8,4.4,0,0.0,0.0,Medium,Sunny,Low,Saturday,8,0,2026-02-14 08:17:29
RIDE002449,Ola,Charminar,Panjagutta,9.89,28,Sedan,299.08,65.57,1.31,5,4.7,1,81.58,0.0,Medium,Sunny,Medium,Thursday,10,0,2026-06-18 10:27:32
RIDE002450,Rapido,Chandanagar,Shamirpet,33.14,151,Auto,665.79,24.74,1.27,9,4.7,0,0.0,0.0,Medium,Cloudy,High,Monday,9,0,2026-07-20 09:49:38
RIDE002451,Uber,Madinaguda,Moosapet,10.77,21,Mini,168.88,48.99,1.0,3,4.2,0,0.0,0.0,Low,Sunny,Low,Tuesday,15,0,2026-04-28 15:53:48
RIDE002452,Rapido,Madinaguda,Banjara Hills,15.29,72,Bike,209.83,16.3,1.68,11,3.8,1,42.39,0.0,High,Sunny,High,Sunday,18,0,2026-02-01 18:20:50
RIDE002453,Uber,Gandipet,Chandanagar,17.1,82,Bike,234.25,15.01,1.55,8,3.8,0,0.0,0.0,High,Sunny,High,Monday,20,0,2026-03-02 20:00:43
RIDE002454,Uber,BHEL Township,Moosapet,18.12,82,Sedan,731.97,68.86,1.56,9,4.5,0,0.0,48.07,High,Cloudy,High,Wednesday,20,0,2026-04-29 20:19:16
RIDE002455,Uber,Financial District,Shankarpally,26.02,49,Bike,175.28,15.89,1.07,6,4.3,0,0.0,0.0,Low,Sunny,Low,Sunday,6,0,2026-07-12 06:08:09
RIDE002456,Ola,Nanakramguda,Tolichowki,10.19,19,Auto,167.25,25.48,1.0,3,4.0,1,34.71,0.0,Low,Sunny,Low,Sunday,7,0,2026-02-08 07:23:39
RIDE002457,Uber,Vanasthalipuram,Toli Chowki,26.44,48,Bike,244.16,15.84,1.31,5,5.0,1,43.61,0.0,Medium,Cloudy,Low,Tuesday,9,0,2026-05-19 09:27:55
RIDE002458,Rapido,KPHB Colony,Himayatnagar,21.07,61,Bike,210.01,15.99,1.33,4,4.6,0,0.0,0.0,Medium,Cloudy,Medium,Friday,18,0,2026-05-22 18:34:41
RIDE002459,Ola,Financial District,Madinaguda,12.14,58,Auto,409.49,33.7,1.7,14,4.2,0,0.0,5.1,High,Sunny,High,Sunday,19,0,2026-04-19 19:32:53
RIDE002460,Rapido,ECIL,Begumpet,16.91,46,Auto,522.4,29.37,1.96,7,4.3,0,0.0,0.0,High,Rain,Medium,Monday,19,0,2026-03-30 19:55:49
RIDE002461,Ola,Alwal,Koti,17.74,47,Auto,301.18,31.63,1.0,1,4.5,0,0.0,0.0,Low,Cloudy,Medium,Sunday,0,0,2026-04-05 00:16:49
RIDE002462,Uber,Nanakramguda,Secunderabad,22.33,40,Bike,202.44,17.44,1.14,4,5.0,0,0.0,45.51,Low,Sunny,Low,Thursday,11,0,2026-04-23 11:28:17
RIDE002463,Uber,Tolichowki,Somajiguda,6.04,26,Bike,79.9,17.01,1.3,8,4.7,0,0.0,0.0,Medium,Sunny,High,Tuesday,21,0,2026-03-24 21:41:02
RIDE002464,Uber,Panjagutta,Nampally,5.3,23,Sedan,216.41,70.17,1.24,3,4.4,1,31.23,0.0,Medium,Cloudy,High,Thursday,19,0,2026-07-30 19:19:03
RIDE002465,Ola,Kukatpally,Secunderabad,15.99,45,Bike,156.98,15.63,1.38,7,4.0,0,0.0,0.0,Medium,Sunny,Medium,Saturday,10,0,2026-07-18 10:11:43
RIDE002466,Uber,Toli Chowki,Kondapur,10.95,24,Mini,261.1,47.05,1.25,1,4.3,1,42.31,0.0,Medium,Sunny,Low,Wednesday,8,0,2026-02-18 08:30:03
RIDE002467,Rapido,Nanakramguda,Ameerpet,16.19,31,Auto,279.35,24.63,1.11,4,4.5,0,0.0,0.0,Low,Sunny,Low,Sunday,7,0,2026-07-19 07:25:29
RIDE002468,Ola,Punjagutta,Gandipet,20.23,93,Bike,255.22,16.31,1.38,2,4.1,0,0.0,0.0,Medium,Sunny,High,Wednesday,9,0,2026-04-22 09:03:25
RIDE002469,Uber,Charminar,Madinaguda,26.62,74,Sedan,805.03,80.95,1.34,10,4.6,0,0.0,0.0,Medium,Sunny,Medium,Friday,21,0,2026-06-26 21:04:34
RIDE002470,Ola,Financial District,Nagole,34.68,161,Mini,968.8,43.33,1.6,11,4.3,0,0.0,0.0,High,Cloudy,High,Monday,17,0,2026-02-23 17:15:03
RIDE002471,Uber,Moosapet,Hitech City,6.38,15,Mini,160.21,49.86,1.11,1,4.5,0,0.0,0.0,Low,Cloudy,Low,Friday,15,0,2026-02-13 15:52:26
RIDE002472,Rapido,Abids,KPHB Colony,19.21,89,Bike,286.9,13.06,2.09,7,4.7,0,0.0,11.01,High,Sunny,High,Tuesday,18,1,2026-04-14 18:33:19
RIDE002473,Ola,Banjara Hills,Manikonda,7.27,20,Auto,223.6,26.21,1.63,13,4.4,0,0.0,0.0,High,Sunny,Medium,Friday,21,0,2026-05-29 21:38:12
RIDE002474,Uber,Alwal,Rajendranagar,34.07,157,Auto,1224.33,34.02,2.04,10,4.1,0,0.0,0.0,High,Rain,High,Thursday,18,0,2026-02-12 18:52:01
RIDE002475,Uber,Tolichowki,Shankarpally,40.21,187,Sedan,1142.61,70.14,1.28,8,4.8,0,0.0,0.0,Medium,Cloudy,High,Saturday,11,0,2026-05-16 11:56:16
RIDE002476,Uber,Madhapur,Uppal,22.79,59,Sedan,547.2,81.83,1.1,2,5.0,1,62.9,0.0,Low,Sunny,Medium,Saturday,12,0,2026-06-06 12:26:48
RIDE002477,Uber,Nanakramguda,Kondapur,7.14,16,Auto,150.44,26.55,1.15,3,4.5,0,0.0,0.0,Low,Sunny,Low,Friday,14,0,2026-04-03 14:48:30
RIDE002478,Ola,Alwal,Attapur,21.81,60,Mini,657.8,42.72,2.06,9,4.6,0,0.0,0.0,High,Sunny,Medium,Friday,21,1,2026-05-01 21:31:33
RIDE002479,Uber,Kapra,Miyapur,26.48,48,Sedan,525.69,77.67,1.07,7,4.4,0,0.0,0.0,Low,Cloudy,Low,Tuesday,3,0,2026-07-28 03:45:00
RIDE002480,Rapido,Gachibowli,Chandanagar,9.64,26,Bike,65.82,14.6,1.05,1,5.0,0,0.0,0.0,Low,Sunny,Medium,Friday,14,0,2026-02-20 14:01:55
RIDE002481,Uber,Balanagar,Chandanagar,14.84,38,Auto,329.76,32.53,1.34,5,4.6,0,0.0,0.0,Medium,Cloudy,Medium,Saturday,17,0,2026-07-18 17:26:02
RIDE002482,Uber,Kapra,Attapur,22.21,41,Auto,362.21,29.01,1.0,4,4.8,0,0.0,0.0,Low,Cloudy,Low,Tuesday,12,0,2026-07-07 12:32:56
RIDE002483,Ola,Manikonda,Balanagar,13.58,40,Bike,129.46,17.82,1.25,6,4.0,1,35.75,0.0,Medium,Sunny,Medium,Sunday,11,0,2026-02-08 11:19:29
RIDE002484,Ola,Balanagar,Gandipet,23.46,108,Bike,437.47,17.73,1.99,14,4.6,0,0.0,0.0,High,Rain,High,Monday,17,0,2026-06-22 17:11:18
RIDE002485,Uber,Kompally,Nagole,30.51,59,Mini,449.06,52.87,1.0,2,4.6,0,0.0,0.0,Low,Cloudy,Low,Saturday,13,0,2026-07-11 13:35:35
RIDE002486,Ola,Toli Chowki,Nanakramguda,10.9,18,Bike,93.78,16.26,1.09,3,4.8,1,23.22,0.0,Low,Sunny,Low,Tuesday,7,0,2026-02-03 07:39:42
RIDE002487,Ola,Somajiguda,Charminar,8.19,12,Mini,269.79,51.06,1.87,12,4.6,0,0.0,0.0,High,Rain,Low,Wednesday,19,0,2026-06-10 19:56:13
RIDE002488,Ola,Gandipet,Banjara Hills,19.08,40,Mini,448.89,49.36,1.63,5,4.6,0,0.0,0.0,Medium,Rain,Low,Friday,23,0,2026-04-10 23:12:46
RIDE002489,Rapido,Charminar,Miyapur,26.2,70,Auto,397.81,22.72,1.01,1,4.0,0,0.0,0.0,Low,Sunny,Medium,Tuesday,7,0,2026-06-30 07:57:32
RIDE002490,Uber,Hitech City,Tolichowki,8.89,24,Bike,91.94,15.56,1.08,5,4.1,1,23.9,0.0,Low,Sunny,Medium,Tuesday,4,0,2026-02-10 04:44:16
RIDE002491,Ola,Malakpet,Gandipet,29.26,54,Bike,221.6,18.72,1.12,3,4.5,1,50.62,33.68,Low,Sunny,Low,Monday,15,0,2026-04-27 15:21:16
RIDE002492,Rapido,Shamirpet,Malakpet,38.89,73,Bike,287.28,15.99,1.21,6,4.4,0,0.0,0.0,Medium,Sunny,Low,Monday,20,0,2026-02-23 20:58:44
RIDE002493,Uber,Kondapur,Alwal,21.43,39,Sedan,449.99,66.4,1.07,3,4.4,0,0.0,0.0,Low,Sunny,Low,Tuesday,7,0,2026-03-10 07:51:45
RIDE002494,Rapido,KPHB Colony,Shamshabad Airport,42.82,81,Bike,247.2,15.88,1.09,1,4.8,0,0.0,0.0,Low,Cloudy,Low,Sunday,11,0,2026-04-19 11:41:43
RIDE002495,Rapido,Sainikpuri,ECIL,4.04,19,Bike,71.57,12.12,1.65,5,4.8,1,21.6,0.0,Medium,Rain,High,Thursday,16,0,2026-07-30 16:01:27
RIDE002496,Ola,Madinaguda,Nampally,21.18,97,Bike,190.79,18.83,1.0,3,4.8,0,0.0,0.0,Low,Sunny,High,Wednesday,15,0,2026-07-29 15:48:21
RIDE002497,Uber,Shankarpally,Balanagar,42.85,199,Sedan,1264.34,74.72,1.24,9,4.7,0,0.0,0.0,Medium,Sunny,High,Monday,7,0,2026-07-13 07:51:55
RIDE002498,Uber,Rajendranagar,Malakpet,15.02,30,Auto,336.25,33.75,1.39,6,4.7,0,0.0,0.0,Medium,Sunny,Low,Saturday,21,0,2026-05-23 21:39:47
RIDE002499,Ola,Ameerpet,Charminar,12.6,26,Bike,125.42,16.33,1.28,7,4.2,0,0.0,0.0,Medium,Sunny,Low,Wednesday,18,0,2026-04-22 18:51:10
RIDE002500,Uber,Tolichowki,Jubilee Hills,4.04,7,Bike,45.97,21.95,1.0,1,4.5,0,0.0,0.0,Low,Sunny,Low,Sunday,0,0,2026-02-08 00:14:00
RIDE002501,Rapido,Shamirpet,Secunderabad,22.79,43,Bike,146.68,16.87,1.03,4,4.9,0,0.0,0.0,Low,Sunny,Low,Saturday,15,0,2026-02-14 15:49:36
RIDE002502,Ola,Secunderabad,Shamshabad Airport,30.15,60,Mini,587.22,48.77,1.29,5,4.4,0,0.0,0.0,Medium,Cloudy,Low,Thursday,17,0,2026-03-19 17:54:08
RIDE002503,Rapido,Hitech City,Chandanagar,11.76,27,Bike,78.67,17.73,1.05,2,5.0,0,0.0,0.0,Low,Cloudy,Low,Friday,15,0,2026-02-13 15:46:19
RIDE002504,Uber,Manikonda,Shamirpet,35.73,164,Mini,807.98,57.52,1.27,10,5.0,0,0.0,0.0,Medium,Sunny,High,Friday,21,0,2026-03-20 21:17:15
RIDE002505,Uber,Attapur,Moosapet,15.24,28,Bike,117.38,17.47,1.07,2,4.5,0,0.0,44.07,Low,Sunny,Low,Saturday,7,0,2026-02-28 07:03:18
RIDE002506,Uber,Somajiguda,Shamirpet,34.77,158,Bike,508.14,18.86,1.74,5,4.8,0,0.0,0.0,High,Sunny,High,Thursday,18,0,2026-03-05 18:37:09
RIDE002507,Ola,Ameerpet,BHEL Township,22.65,60,Auto,598.47,34.59,1.65,3,4.0,0,0.0,0.0,Medium,Rain,Medium,Tuesday,14,0,2026-05-12 14:33:27
RIDE002508,Uber,Kompally,Toli Chowki,25.62,67,Mini,830.07,51.4,1.97,7,4.7,0,0.0,0.0,High,Rain,Medium,Sunday,19,0,2026-05-03 19:07:08
RIDE002509,Ola,Gandipet,Toli Chowki,15.29,73,Mini,382.58,52.92,1.3,8,4.7,0,0.0,0.0,Medium,Sunny,High,Monday,13,0,2026-07-13 13:20:19
RIDE002510,Rapido,Nanakramguda,Shankarpally,25.48,49,Bike,200.98,14.76,1.28,5,4.4,1,65.91,0.0,Medium,Sunny,Low,Tuesday,8,0,2026-06-23 08:32:08
RIDE002511,Uber,Secunderabad,Yousufguda,9.68,19,Bike,86.88,17.01,1.02,4,4.2,0,0.0,0.0,Low,Sunny,Low,Wednesday,7,0,2026-05-06 07:07:16
RIDE002512,Rapido,Nanakramguda,Abids,19.72,54,Bike,151.81,17.98,1.26,2,4.1,0,0.0,0.0,Medium,Cloudy,Medium,Sunday,19,0,2026-03-01 19:15:33
RIDE002513,Ola,Koti,Charminar,3.23,8,Bike,51.04,16.07,1.3,5,4.6,0,0.0,0.0,Medium,Cloudy,Medium,Tuesday,17,0,2026-03-03 17:52:15
RIDE002514,Ola,Panjagutta,Punjagutta,1.0,3,Sedan,129.29,84.6,1.26,7,4.5,0,0.0,0.0,Medium,Sunny,Medium,Saturday,11,0,2026-03-28 11:43:35
RIDE002515,Uber,Moosapet,Ameerpet,5.39,25,Sedan,385.68,73.32,2.01,7,4.5,1,69.21,0.0,High,Rain,High,Saturday,17,0,2026-07-25 17:50:24
RIDE002516,Ola,Shamirpet,Hitech City,31.57,87,Bike,222.77,19.51,1.01,7,4.5,0,0.0,13.9,Low,Sunny,Medium,Tuesday,6,0,2026-02-03 06:26:56
RIDE002517,Ola,Gachibowli,Mehdipatnam,14.59,38,Auto,380.37,27.41,1.58,6,4.4,0,0.0,0.0,Medium,Rain,Medium,Sunday,7,0,2026-03-15 07:28:11
RIDE002518,Rapido,Shamshabad Airport,Kukatpally,40.1,105,Bike,232.58,14.42,1.11,1,4.3,0,0.0,0.0,Low,Sunny,Medium,Saturday,16,0,2026-04-18 16:40:38
RIDE002519,Ola,Madinaguda,Shamshabad Airport,41.53,75,Auto,632.41,27.58,1.09,1,4.6,1,78.22,0.0,Low,Sunny,Low,Thursday,6,0,2026-03-12 06:56:39
RIDE002520,Uber,Secunderabad,Nanakramguda,24.38,44,Sedan,526.84,71.64,1.0,1,5.0,0,0.0,0.0,Low,Sunny,Low,Saturday,5,0,2026-05-23 05:31:31
RIDE002521,Rapido,Somajiguda,Madinaguda,17.24,43,Auto,348.92,21.69,1.4,9,4.4,0,0.0,0.0,Medium,Cloudy,Medium,Sunday,10,0,2026-04-26 10:09:36
RIDE002522,Ola,Himayatnagar,Financial District,20.07,91,Bike,309.87,17.13,1.87,12,4.9,1,76.05,10.38,High,Rain,High,Monday,20,0,2026-07-06 20:44:25
RIDE002523,Ola,ECIL,Panjagutta,18.58,86,Auto,440.18,34.53,1.24,3,4.8,0,0.0,0.0,Medium,Cloudy,High,Monday,19,0,2026-05-04 19:49:21
RIDE002524,Uber,Ameerpet,KPHB Colony,12.6,20,Auto,230.46,29.61,1.13,4,4.5,0,0.0,0.0,Low,Cloudy,Low,Wednesday,13,0,2026-02-11 13:38:24
RIDE002525,Ola,Shankarpally,Madhapur,35.51,97,Bike,385.07,18.89,1.73,10,4.9,0,0.0,0.0,Medium,Sunny,Medium,Wednesday,12,1,2026-03-25 12:15:55
RIDE002526,Ola,Yousufguda,Hitech City,4.69,12,Bike,62.16,18.81,1.36,4,4.7,0,0.0,0.0,Medium,Sunny,Medium,Thursday,14,0,2026-04-16 14:46:32
RIDE002527,Rapido,Madinaguda,Alwal,20.94,96,Auto,581.67,29.32,1.74,13,4.3,1,66.31,48.53,High,Sunny,High,Monday,18,0,2026-05-18 18:06:35
RIDE002528,Uber,Vanasthalipuram,Charminar,14.15,64,Sedan,718.32,66.49,2.04,10,4.5,0,0.0,0.0,High,Sunny,High,Friday,8,1,2026-06-05 08:56:16
RIDE002529,Ola,Banjara Hills,Tolichowki,4.29,20,Mini,165.53,40.71,1.65,12,4.6,0,0.0,0.0,High,Sunny,High,Tuesday,19,0,2026-02-10 19:28:05
RIDE002530,Ola,Nagole,Kapra,16.01,32,Auto,250.95,31.06,1.0,5,4.8,0,0.0,0.0,Low,Cloudy,Low,Friday,13,0,2026-05-15 13:30:43
RIDE002531,Ola,Begumpet,Balanagar,5.09,11,Sedan,166.6,61.16,1.2,8,4.5,1,49.33,0.0,Medium,Cloudy,Low,Monday,18,0,2026-02-02 18:12:56
RIDE002532,Rapido,Tolichowki,Koti,9.53,20,Bike,76.57,16.33,1.24,3,4.8,1,11.6,0.0,Medium,Sunny,Medium,Tuesday,20,0,2026-05-05 20:42:05
RIDE002533,Uber,Shankarpally,Toli Chowki,34.85,65,Sedan,792.51,84.99,1.26,7,5.0,1,22.08,0.0,Medium,Sunny,Low,Saturday,21,0,2026-02-28 21:38:48
RIDE002534,Rapido,Miyapur,Kukatpally,5.4,17,Bike,75.15,12.63,1.74,11,4.0,0,0.0,0.0,High,Cloudy,Medium,Wednesday,20,0,2026-02-25 20:08:51
RIDE002535,Ola,KPHB Colony,Moosapet,7.9,17,Auto,166.49,29.41,1.15,5,4.2,1,41.25,0.0,Low,Cloudy,Low,Saturday,12,0,2026-05-16 12:41:43
RIDE002536,Ola,Balanagar,Begumpet,4.97,23,Mini,198.68,42.73,1.66,3,3.9,0,0.0,0.0,Medium,Rain,High,Thursday,13,0,2026-07-09 13:37:37
RIDE002537,Ola,Uppal,Madhapur,27.32,123,Sedan,1112.98,74.63,1.72,10,4.8,0,0.0,44.73,High,Sunny,High,Monday,19,0,2026-04-13 19:20:39
RIDE002538,Uber,Panjagutta,Madhapur,9.1,39,Mini,350.12,57.4,1.73,11,4.3,0,0.0,0.0,High,Sunny,High,Thursday,20,0,2026-07-16 20:06:32
RIDE002539,Uber,Financial District,Ameerpet,16.36,42,Auto,345.15,27.37,1.27,5,4.5,0,0.0,0.0,Medium,Sunny,Medium,Sunday,10,0,2026-05-10 10:27:20
RIDE002540,Ola,Rajendranagar,Gandipet,16.48,45,Auto,287.0,29.64,1.06,7,4.9,0,0.0,0.0,Low,Sunny,Medium,Monday,14,0,2026-07-20 14:40:31
RIDE002541,Ola,Moosapet,LB Nagar,24.03,111,Auto,586.49,29.23,1.36,8,4.2,0,0.0,0.0,Medium,Sunny,High,Monday,10,0,2026-02-23 10:49:13
RIDE002542,Uber,Himayatnagar,Charminar,6.04,15,Auto,157.71,34.52,1.24,6,4.3,0,0.0,0.0,Medium,Sunny,Medium,Friday,8,0,2026-02-06 08:31:36
RIDE002543,Uber,Gachibowli,BHEL Township,12.62,22,Sedan,363.47,65.52,1.3,6,3.7,0,0.0,0.0,Medium,Sunny,Low,Saturday,19,0,2026-05-16 19:40:09
RIDE002544,Ola,Manikonda,Madinaguda,13.37,35,Bike,177.72,15.3,1.88,12,4.5,0,0.0,0.0,High,Rain,Medium,Friday,21,0,2026-03-20 21:13:51
RIDE002545,Ola,Manikonda,Nagole,25.03,45,Sedan,565.92,80.29,1.11,3,5.0,0,0.0,0.0,Low,Cloudy,Low,Monday,16,0,2026-05-04 16:12:34
RIDE002546,Rapido,Financial District,Himayatnagar,20.61,97,Auto,540.39,23.08,1.6,12,5.0,0,0.0,0.0,High,Sunny,High,Monday,9,0,2026-02-02 09:22:27
RIDE002547,Ola,Madhapur,Moosapet,5.61,11,Auto,115.66,34.73,1.03,1,4.7,1,39.34,0.0,Low,Sunny,Low,Monday,6,0,2026-03-02 06:35:25
RIDE002548,Ola,Shankarpally,Vanasthalipuram,62.24,169,Sedan,1394.93,65.8,1.26,9,4.7,0,0.0,0.0,Medium,Sunny,Medium,Tuesday,10,0,2026-03-03 10:12:38
RIDE002549,Uber,Miyapur,Jubilee Hills,10.4,29,Mini,360.75,52.27,2.0,10,4.6,0,0.0,0.0,High,Sunny,Medium,Friday,17,1,2026-06-05 17:29:09
RIDE002550,Rapido,Shamshabad Airport,Somajiguda,29.98,55,Bike,235.15,12.03,1.55,6,4.8,0,0.0,0.0,Medium,Rain,Low,Wednesday,11,0,2026-05-13 11:17:41
RIDE002551,Uber,Panjagutta,Ameerpet,1.67,4,Mini,81.32,46.15,1.22,9,4.4,0,0.0,0.0,Medium,Cloudy,Medium,Saturday,14,0,2026-04-18 14:59:43
RIDE002552,Ola,Nagole,Punjagutta,18.63,34,Mini,285.39,40.97,1.0,2,4.5,1,22.13,0.0,Low,Sunny,Low,Monday,12,0,2026-05-04 12:19:16
RIDE002553,Ola,Shamshabad Airport,Gandipet,28.16,78,Bike,265.36,17.04,1.21,4,4.6,1,15.54,0.0,Medium,Sunny,Medium,Tuesday,10,0,2026-03-17 10:58:28
RIDE002554,Ola,Uppal,Gandipet,35.82,66,Auto,573.2,31.97,1.04,2,4.7,0,0.0,38.38,Low,Cloudy,Low,Thursday,13,0,2026-02-05 13:34:32
RIDE002555,Rapido,Charminar,Madhapur,19.6,36,Bike,185.04,12.04,1.53,7,4.7,0,0.0,0.0,Medium,Rain,Low,Wednesday,16,0,2026-06-03 16:17:12
RIDE002556,Uber,Kukatpally,Secunderabad,13.85,66,Mini,391.86,56.62,1.28,5,4.7,0,0.0,0.0,Medium,Sunny,High,Tuesday,18,0,2026-03-24 18:49:55
RIDE002557,Ola,Bowenpally,Dilsukhnagar,18.22,50,Mini,324.13,47.74,1.27,5,4.4,1,45.03,0.0,Medium,Sunny,Medium,Friday,8,0,2026-02-27 08:43:29
RIDE002558,Rapido,Balanagar,Mehdipatnam,13.09,34,Auto,258.41,25.4,1.22,4,4.6,0,0.0,0.0,Medium,Cloudy,Medium,Thursday,8,0,2026-02-05 08:17:23
RIDE002559,Ola,Uppal,Moosapet,19.99,33,Sedan,440.65,65.17,1.11,5,4.9,0,0.0,0.0,Low,Sunny,Low,Sunday,14,0,2026-07-05 14:15:47
RIDE002560,Rapido,ECIL,Shankarpally,65.29,180,Bike,633.66,17.86,1.53,8,4.5,1,25.63,0.0,Medium,Rain,Medium,Tuesday,16,0,2026-05-05 16:25:02
RIDE002561,Ola,Kompally,Gandipet,38.28,105,Sedan,962.73,61.45,1.22,8,4.3,0,0.0,50.19,Medium,Sunny,Medium,Saturday,10,0,2026-04-25 10:56:22
RIDE002562,Ola,Nampally,Punjagutta,5.22,9,Bike,48.82,17.08,1.04,1,4.6,0,0.0,0.0,Low,Cloudy,Low,Sunday,7,0,2026-05-17 07:58:20
RIDE002563,Uber,Himayatnagar,Toli Chowki,9.8,19,Auto,172.96,27.57,1.02,4,4.5,1,48.04,0.0,Low,Sunny,Low,Tuesday,12,0,2026-04-21 12:51:38
RIDE002564,Ola,Nagole,KPHB Colony,32.01,86,Mini,805.37,42.34,1.7,7,4.8,1,106.83,0.0,Medium,Rain,Medium,Tuesday,16,0,2026-05-19 16:33:50
RIDE002565,Uber,Moosapet,Malakpet,17.66,82,Mini,667.89,50.66,1.92,10,4.6,0,0.0,0.0,High,Rain,High,Sunday,21,0,2026-06-21 21:28:17
RIDE002566,Ola,Rajendranagar,Punjagutta,15.14,67,Mini,296.7,45.87,1.1,4,3.9,0,0.0,0.0,Low,Sunny,High,Tuesday,15,0,2026-07-21 15:17:47
RIDE002567,Uber,Sainikpuri,Malakpet,20.59,95,Auto,567.83,30.28,1.57,8,5.0,0,0.0,0.0,High,Sunny,High,Friday,20,0,2026-07-31 20:31:26
RIDE002568,Uber,Sainikpuri,Ameerpet,17.2,31,Mini,287.19,52.31,1.08,4,4.5,0,0.0,0.0,Low,Cloudy,Low,Sunday,3,0,2026-05-24 03:51:09
RIDE002569,Rapido,Uppal,Vanasthalipuram,9.83,26,Bike,83.0,17.74,1.21,6,4.3,0,0.0,55.66,Medium,Sunny,Medium,Sunday,7,0,2026-02-15 07:02:18
