product_id,platform,product_name,brand,category,subcategory,original_price,selling_price,discount_percentage,cashback,coupon_discount,final_price,delivery_days,seller_name,seller_rating,product_rating,review_count,stock_status,exchange_available,emi_available,day_of_week,festival_indicator,timestamp
ITEM000763,Amazon,Apple Laptop Pro 578,Apple,Electronics,Laptop,78094.88,74229.18,4.95,0.0,0.0,74229.18,1,TechZone India,4.6,4.2,9686,In Stock,No,No,Sunday,0,2026-07-05 08:53:02
ITEM000764,Ajio,Levis T-Shirts Pro 682,Levis,Fashion,T-Shirts,1139.68,674.46,40.82,0.0,0.0,674.46,11,WS Retail,4.4,4.4,53859,Out of Stock,No,No,Tuesday,1,2026-04-14 06:51:32
ITEM000765,Flipkart,Vero Moda Dresses Edition 151,Vero Moda,Fashion,Dresses,4417.98,4106.51,7.05,0.0,0.0,4106.51,3,Urban Trade Co,4.0,5.0,16157,In Stock,No,No,Tuesday,0,2026-07-28 20:51:11
ITEM000766,Flipkart,Global Desi Kurtas Max 368,Global Desi,Fashion,Kurtas,404.34,336.41,16.8,0.0,0.0,336.41,1,OmniTech Sellers,3.6,3.3,39110,In Stock,No,No,Saturday,0,2026-06-20 08:44:51
ITEM000767,Flipkart,Philips Kitchen Appliances Essential 823,Philips,Home & Kitchen,Kitchen Appliances,2976.61,2833.44,4.81,0.0,0.0,2833.44,7,TrueValue Retail,4.7,4.1,6326,In Stock,No,No,Tuesday,0,2026-02-17 02:15:58
ITEM000768,Flipkart,Sugar Makeup Max 706,Sugar,Beauty,Makeup,2254.7,1886.06,16.35,69.84,0.0,1816.22,2,Style Hub Sellers,4.4,4.1,36372,In Stock,No,Yes,Friday,0,2026-07-24 08:38:35
ITEM000769,Flipkart,Acer Laptop Pro 853,Acer,Electronics,Laptop,155447.29,70541.98,54.62,0.0,612.36,69929.62,4,Urban Trade Co,3.9,3.7,7526,In Stock,No,No,Tuesday,1,2026-07-14 15:45:17
ITEM000770,Amazon,Bajaj Kitchen Appliances Max 631,Bajaj,Home & Kitchen,Kitchen Appliances,13976.05,10363.24,25.85,0.0,0.0,10363.24,5,TechZone India,4.5,4.1,32262,In Stock,No,Yes,Monday,0,2026-03-30 16:15:50
ITEM000771,Flipkart,Asus Laptop Edition 692,Asus,Electronics,Laptop,76478.44,69564.79,9.04,0.0,0.0,69564.79,2,Ajio Retail,4.6,3.6,40868,In Stock,No,Yes,Tuesday,0,2026-02-24 17:15:52
ITEM000772,Ajio,Maybelline Makeup Essential 190,Maybelline,Beauty,Makeup,2758.31,2591.98,6.03,0.0,0.0,2591.98,3,TrueValue Retail,4.2,4.6,32099,In Stock,No,No,Wednesday,0,2026-07-29 17:27:15
ITEM000773,Ajio,H&M T-Shirts Lite 779,H&M,Fashion,T-Shirts,2224.91,1567.89,29.53,76.91,0.0,1490.98,2,RetailNet,4.0,4.1,11449,In Stock,No,Yes,Monday,0,2026-06-15 19:25:25
ITEM000774,Amazon,Maybelline Makeup Essential 190,Maybelline,Beauty,Makeup,3751.64,2996.81,20.12,0.0,0.0,2996.81,4,Cloudtail India,4.0,4.5,32019,In Stock,No,No,Tuesday,0,2026-05-12 03:00:09
ITEM000775,Flipkart,Havells Kitchen Appliances Plus 28,Havells,Home & Kitchen,Kitchen Appliances,14657.14,10622.03,27.53,0.0,818.6,9803.43,4,Urban Trade Co,4.3,4.1,50284,In Stock,No,Yes,Thursday,0,2026-04-30 08:33:06
ITEM000776,Flipkart,Fabindia Kurtas Trendy 40,Fabindia,Fashion,Kurtas,4671.85,4500.86,3.66,0.0,0.0,4500.86,1,RetailNet,3.7,4.1,21179,In Stock,No,Yes,Monday,0,2026-05-11 17:19:22
ITEM000777,Ajio,Roadster Jackets 2.0 500,Roadster,Fashion,Jackets,6399.53,4311.36,32.63,0.0,0.0,4311.36,5,RetailNet,4.5,4.2,46234,In Stock,No,Yes,Saturday,0,2026-05-09 11:18:03
ITEM000778,Amazon,Bata Shoes Neo 816,Bata,Fashion,Shoes,3746.48,2545.73,32.05,0.0,0.0,2545.73,2,OmniTech Sellers,4.0,3.4,26423,In Stock,No,Yes,Tuesday,0,2026-03-24 05:40:15
ITEM000779,Amazon,Fastrack Watches Pro 186,Fastrack,Fashion,Watches,20053.82,14567.09,27.36,0.0,0.0,14567.09,19,Urban Trade Co,4.4,4.0,17109,Out of Stock,No,No,Saturday,1,2026-05-16 21:49:14
ITEM000780,Ajio,Lakme Makeup Max 533,Lakme,Beauty,Makeup,1499.68,1292.42,13.82,0.0,0.0,1292.42,5,Style Hub Sellers,4.5,4.0,38035,In Stock,No,No,Monday,0,2026-06-15 02:13:00
ITEM000781,Amazon,Asus Laptop Essential 798,Asus,Electronics,Laptop,175474.57,138800.38,20.9,0.0,0.0,138800.38,2,Cloudtail India,4.4,3.9,6604,In Stock,Yes,Yes,Sunday,0,2026-05-24 05:35:14
ITEM000782,Amazon,Puma Sportswear Essential 115,Puma,Sports,Sportswear,4830.66,4569.8,5.4,0.0,0.0,4569.8,4,PrimeMart Retail,3.9,4.0,24005,In Stock,No,Yes,Wednesday,0,2026-02-04 03:35:22
ITEM000783,Ajio,Allen Solly T-Shirts Lite 818,Allen Solly,Fashion,T-Shirts,2321.45,1912.41,17.62,0.0,0.0,1912.41,3,Ajio Retail,3.8,4.3,42965,In Stock,No,Yes,Monday,0,2026-03-16 18:00:16
ITEM000784,Amazon,HarperCollins Fiction Series 160,HarperCollins,Books,Fiction,530.58,359.1,32.32,0.0,0.0,359.1,3,Style Hub Sellers,4.2,3.7,38166,In Stock,No,No,Thursday,0,2026-07-30 09:34:01
ITEM000785,Amazon,OnePlus Television Pro 832,OnePlus,Electronics,Television,149494.11,115783.19,22.55,421.47,0.0,115361.72,1,Style Hub Sellers,3.6,4.7,47953,In Stock,Yes,Yes,Tuesday,0,2026-06-30 14:00:38
ITEM000786,Ajio,AND Dresses Trendy 812,AND,Fashion,Dresses,4984.92,3876.27,22.24,0.0,77.86,3798.41,3,Ajio Retail,3.9,4.8,11913,In Stock,No,No,Tuesday,0,2026-06-30 16:36:19
ITEM000787,Flipkart,Apple Headphones Essential 520,Apple,Electronics,Headphones,26797.49,17555.04,34.49,34.24,0.0,17520.8,5,Appario Retail,4.9,4.3,6705,In Stock,Yes,Yes,Monday,0,2026-06-22 08:50:07
ITEM000788,Flipkart,L'Oreal Haircare Series 109,L'Oreal,Beauty,Haircare,1938.83,1658.09,14.48,0.0,0.0,1658.09,2,PrimeMart Retail,4.2,3.5,17044,In Stock,No,No,Friday,0,2026-04-24 13:42:25
ITEM000789,Amazon,Wildcraft Jackets Pro 647,Wildcraft,Fashion,Jackets,6934.74,5637.25,18.71,0.0,0.0,5637.25,2,PrimeMart Retail,3.7,4.1,2720,In Stock,No,Yes,Saturday,0,2026-02-28 20:16:14
ITEM000790,Ajio,Nike Shoes Plus 656,Nike,Fashion,Shoes,3854.2,3084.52,19.97,0.0,0.0,3084.52,2,RetailNet,4.7,4.8,12316,In Stock,No,Yes,Tuesday,0,2026-03-10 22:58:01
ITEM000791,Flipkart,Milton Cookware Pro 472,Milton,Home & Kitchen,Cookware,3888.35,3002.2,22.79,0.0,157.43,2844.77,2,Appario Retail,3.9,4.3,39178,In Stock,No,Yes,Friday,0,2026-06-26 04:49:07
ITEM000792,Flipkart,Lakme Skincare Premium 673,Lakme,Beauty,Skincare,1457.6,1369.42,6.05,0.0,157.09,1212.33,1,Appario Retail,4.0,4.0,40552,In Stock,No,No,Wednesday,0,2026-02-11 09:32:12
ITEM000793,Amazon,Penguin Fiction Series 817,Penguin,Books,Fiction,253.28,177.07,30.09,0.0,0.0,177.07,4,WS Retail,3.8,4.7,32630,In Stock,No,No,Saturday,0,2026-02-21 06:26:52
ITEM000794,Ajio,Adidas Shoes Max 104,Adidas,Fashion,Shoes,11963.64,11090.29,7.3,0.0,0.0,11090.29,1,OmniTech Sellers,4.2,4.2,46151,In Stock,No,Yes,Wednesday,0,2026-07-01 12:21:21
ITEM000795,Flipkart,Flying Machine Jeans 2.0 351,Flying Machine,Fashion,Jeans,3662.87,3051.54,16.69,0.0,373.09,2678.45,2,Ajio Retail,4.3,4.9,45079,In Stock,No,Yes,Wednesday,0,2026-07-01 23:18:32
ITEM000796,Flipkart,Forever 21 Dresses Edition 266,Forever 21,Fashion,Dresses,3600.41,3353.42,6.86,0.0,0.0,3353.42,2,WS Retail,4.2,3.9,51842,In Stock,No,Yes,Sunday,0,2026-05-03 13:00:55
ITEM000797,Amazon,OnePlus Mobile Series 113,OnePlus,Electronics,Mobile,15548.43,14612.41,6.02,306.33,0.0,14306.08,4,PrimeMart Retail,4.1,3.9,50531,In Stock,Yes,Yes,Wednesday,0,2026-04-08 07:18:22
ITEM000798,Amazon,Soch Sarees Prime 88,Soch,Fashion,Sarees,5353.22,5065.22,5.38,0.0,0.0,5065.22,2,RetailNet,4.8,3.4,45058,In Stock,No,No,Friday,0,2026-04-03 07:30:22
ITEM000799,Ajio,Forever 21 Dresses Everyday 624,Forever 21,Fashion,Dresses,1990.73,1877.26,5.7,0.0,0.0,1877.26,4,HomeEssentials Store,4.2,4.1,17759,In Stock,No,No,Monday,0,2026-06-29 21:00:23
ITEM000800,Ajio,Roadster Jackets 2.0 500,Roadster,Fashion,Jackets,5765.29,4373.55,24.14,0.0,208.7,4164.85,2,Style Hub Sellers,4.4,4.2,46076,In Stock,No,Yes,Monday,0,2026-02-23 12:52:05
ITEM000801,Amazon,Decathlon Fitness Equipment Essential 230,Decathlon,Sports,Fitness Equipment,17195.2,16765.32,2.5,0.0,305.67,16459.65,2,Appario Retail,3.8,4.5,39091,In Stock,No,Yes,Saturday,0,2026-04-25 16:06:38
ITEM000802,Ajio,Nike Jackets Max 693,Nike,Fashion,Jackets,1104.5,817.55,25.98,0.0,0.0,817.55,3,Cloudtail India,3.3,3.8,41581,In Stock,No,No,Wednesday,0,2026-06-03 22:17:55
ITEM000803,Amazon,Biba Sarees Edition 188,Biba,Fashion,Sarees,12128.76,8173.57,32.61,0.0,968.55,7205.02,5,TechZone India,3.6,3.9,51909,In Stock,No,No,Tuesday,0,2026-03-03 09:52:36
ITEM000804,Flipkart,Lenovo Tablet Series 796,Lenovo,Electronics,Tablet,24288.17,16450.38,32.27,0.0,0.0,16450.38,3,Urban Trade Co,4.4,4.3,23560,In Stock,Yes,No,Thursday,0,2026-04-30 23:13:35
ITEM000805,Amazon,Philips Kitchen Appliances 2.0 235,Philips,Home & Kitchen,Kitchen Appliances,5662.21,5496.31,2.93,0.0,0.0,5496.31,5,Flipkart Wholesale,3.6,4.1,7486,In Stock,No,Yes,Monday,0,2026-05-04 21:44:47
ITEM000806,Flipkart,Dove Haircare Plus 922,Dove,Beauty,Haircare,1489.38,1141.91,23.33,0.0,0.0,1141.91,4,TechZone India,4.2,3.8,51126,In Stock,No,No,Saturday,0,2026-03-07 15:36:31
ITEM000807,Amazon,Biba Kurtas Ultra 27,Biba,Fashion,Kurtas,3665.55,3034.34,17.22,0.0,0.0,3034.34,1,RetailNet,4.2,3.9,39841,In Stock,No,No,Thursday,0,2026-06-25 22:50:38
ITEM000808,Ajio,Nike Jackets Everyday 596,Nike,Fashion,Jackets,1453.13,1375.1,5.37,0.0,0.0,1375.1,2,Flipkart Wholesale,4.6,4.1,28516,In Stock,No,No,Wednesday,0,2026-02-18 01:49:16
ITEM000809,Amazon,boAt Speaker Plus 75,boAt,Electronics,Speaker,4238.19,3103.2,26.78,0.0,0.0,3103.2,1,Cloudtail India,4.0,3.9,15897,In Stock,Yes,Yes,Thursday,0,2026-07-30 19:25:05
ITEM000810,Flipkart,Puma Sportswear Series 694,Puma,Sports,Sportswear,4585.71,4125.3,10.04,0.0,0.0,4125.3,1,Urban Trade Co,4.8,4.7,52481,In Stock,No,Yes,Thursday,0,2026-06-04 21:30:40
ITEM000811,Flipkart,Havells Kitchen Appliances Classic 922,Havells,Home & Kitchen,Kitchen Appliances,3753.99,3582.43,4.57,0.0,0.0,3582.43,3,RetailNet,4.4,4.3,35663,In Stock,No,Yes,Tuesday,0,2026-06-23 14:08:29
ITEM000812,Amazon,Sony Speaker 2.0 927,Sony,Electronics,Speaker,11780.95,9894.82,16.01,0.0,0.0,9894.82,3,Ajio Retail,4.2,3.3,6580,In Stock,No,No,Sunday,0,2026-03-22 21:31:34
ITEM000813,Ajio,Nykaa Makeup Essential 184,Nykaa,Beauty,Makeup,3088.34,2339.42,24.25,119.78,0.0,2219.64,3,PrimeMart Retail,4.1,4.3,15170,In Stock,No,Yes,Tuesday,0,2026-03-17 17:24:57
ITEM000814,Amazon,AND Dresses Max 203,AND,Fashion,Dresses,4701.01,3617.43,23.05,0.0,0.0,3617.43,2,Style Hub Sellers,4.8,4.1,25281,In Stock,No,No,Friday,0,2026-05-22 03:58:37
ITEM000815,Amazon,Lenovo Laptop Pro 269,Lenovo,Electronics,Laptop,152109.22,111526.48,26.68,0.0,0.0,111526.48,4,Style Hub Sellers,4.0,4.1,42026,In Stock,No,No,Wednesday,0,2026-05-13 19:26:48
ITEM000816,Flipkart,Lenovo Laptop Series 378,Lenovo,Electronics,Laptop,183983.32,136129.26,26.01,0.0,0.0,136129.26,1,Ajio Retail,4.1,3.8,15473,In Stock,No,Yes,Wednesday,0,2026-07-15 01:52:37
ITEM000817,Flipkart,Nike Sportswear Everyday 903,Nike,Sports,Sportswear,3222.53,2353.09,26.98,0.0,0.0,2353.09,3,Flipkart Wholesale,4.1,4.0,13034,In Stock,No,Yes,Thursday,0,2026-07-30 14:15:57
ITEM000818,Flipkart,GoPro Camera Neo 939,GoPro,Electronics,Camera,192228.83,148612.11,22.69,0.0,272.03,148340.08,1,TechZone India,3.8,3.7,35904,In Stock,No,Yes,Friday,0,2026-03-27 01:50:47
ITEM000819,Ajio,Roadster Jackets Signature 771,Roadster,Fashion,Jackets,3581.11,2528.62,29.39,0.0,382.08,2146.54,5,RetailNet,4.2,4.4,21965,In Stock,No,No,Saturday,0,2026-02-07 22:41:19
ITEM000820,Ajio,Skechers Shoes 2.0 226,Skechers,Fashion,Shoes,11589.74,8958.87,22.7,184.68,0.0,8774.19,3,OmniTech Sellers,4.2,4.5,50924,In Stock,No,Yes,Wednesday,0,2026-07-08 07:00:37
ITEM000821,Ajio,Puma T-Shirts Lite 188,Puma,Fashion,T-Shirts,1828.98,1484.77,18.82,0.0,0.0,1484.77,1,TechZone India,4.3,4.8,26204,In Stock,No,No,Monday,0,2026-05-25 19:20:32
ITEM000822,Amazon,Apple Mobile Essential 170,Apple,Electronics,Mobile,134521.07,118566.87,11.86,0.0,0.0,118566.87,2,OmniTech Sellers,4.2,4.3,16074,In Stock,No,No,Thursday,0,2026-07-02 00:03:53
ITEM000823,Amazon,Nike Sportswear Everyday 903,Nike,Sports,Sportswear,2249.24,1716.4,23.69,0.0,0.0,1716.4,1,OmniTech Sellers,4.5,3.9,13104,In Stock,No,Yes,Sunday,0,2026-02-15 13:04:45
ITEM000824,Amazon,Apple Headphones Everyday 479,Apple,Electronics,Headphones,15435.32,14808.65,4.06,0.0,0.0,14808.65,2,OmniTech Sellers,4.2,4.5,4686,In Stock,No,Yes,Saturday,0,2026-04-18 17:13:34
ITEM000825,Flipkart,Nike Shoes Lite 251,Nike,Fashion,Shoes,8386.57,6044.2,27.93,262.44,422.06,5359.7,1,PrimeMart Retail,5.0,4.4,1996,In Stock,No,Yes,Monday,0,2026-07-06 05:06:47
ITEM000826,Ajio,Maybelline Makeup Neo 810,Maybelline,Beauty,Makeup,404.06,319.13,21.02,0.0,20.49,298.64,2,Appario Retail,4.7,3.6,4211,In Stock,No,No,Sunday,0,2026-03-15 22:42:10
ITEM000827,Amazon,Samsung Smartwatch Everyday 912,Samsung,Electronics,Smartwatch,11655.25,9727.47,16.54,0.0,0.0,9727.47,5,PrimeMart Retail,4.5,4.3,49741,In Stock,Yes,No,Saturday,0,2026-06-27 20:06:23
ITEM000828,Flipkart,Biba Sarees Trendy 606,Biba,Fashion,Sarees,13191.32,11192.84,15.15,0.0,0.0,11192.84,17,TechZone India,4.6,3.4,48186,Out of Stock,No,Yes,Wednesday,0,2026-06-10 14:15:56
ITEM000829,Amazon,Wakefit Furniture Trendy 298,Wakefit,Home & Kitchen,Furniture,42651.79,31541.0,26.05,0.0,0.0,31541.0,7,Ajio Retail,4.1,3.9,51098,In Stock,No,Yes,Friday,0,2026-03-13 01:35:24
ITEM000830,Ajio,Nike Jackets Series 634,Nike,Fashion,Jackets,6621.91,4454.56,32.73,0.0,0.0,4454.56,19,WS Retail,4.5,4.3,12762,Out of Stock,No,Yes,Tuesday,0,2026-03-03 11:54:03
ITEM000831,Flipkart,Global Desi Dresses Premium 718,Global Desi,Fashion,Dresses,3710.15,3318.36,10.56,0.0,257.85,3060.51,5,TechZone India,4.9,3.8,22927,In Stock,No,Yes,Thursday,0,2026-07-23 14:47:30
ITEM000832,Ajio,Biba Sarees Plus 442,Biba,Fashion,Sarees,8638.18,6122.74,29.12,0.0,0.0,6122.74,5,Style Hub Sellers,4.6,4.1,41665,In Stock,No,Yes,Saturday,0,2026-02-21 21:38:38
ITEM000833,Ajio,L'Oreal Haircare Series 109,L'Oreal,Beauty,Haircare,1849.84,1617.13,12.58,0.0,0.0,1617.13,20,Ajio Retail,4.1,3.8,17207,Out of Stock,No,No,Monday,0,2026-03-02 17:16:56
ITEM000834,Amazon,GoPro Camera Neo 939,GoPro,Electronics,Camera,78388.46,72352.55,7.7,0.0,674.26,71678.29,4,Flipkart Wholesale,4.3,3.6,35832,In Stock,No,Yes,Tuesday,0,2026-05-26 09:24:07
ITEM000835,Flipkart,Marshall Speaker Edition 195,Marshall,Electronics,Speaker,8745.46,6714.76,23.22,0.0,242.78,6471.98,3,HomeEssentials Store,4.2,4.5,20204,In Stock,Yes,Yes,Sunday,0,2026-06-28 01:17:16
ITEM000836,Ajio,Fossil Watches Essential 530,Fossil,Fashion,Watches,17223.61,12817.81,25.58,136.33,0.0,12681.48,3,WS Retail,4.5,4.5,48009,In Stock,No,No,Wednesday,1,2026-03-04 22:39:29
ITEM000837,Ajio,Allen Solly T-Shirts Neo 762,Allen Solly,Fashion,T-Shirts,2204.42,1796.38,18.51,0.0,254.89,1541.49,2,Urban Trade Co,3.9,3.9,42238,In Stock,No,Yes,Monday,0,2026-03-02 12:07:50
ITEM000838,Flipkart,Rupa Non-Fiction Signature 808,Rupa,Books,Non-Fiction,697.72,534.24,23.43,11.58,29.56,493.1,3,TrueValue Retail,4.7,4.2,17792,In Stock,No,No,Wednesday,0,2026-02-11 22:09:09
ITEM000839,Flipkart,Ponds Skincare Ultra 245,Ponds,Beauty,Skincare,2090.9,1114.03,46.72,0.0,168.41,945.62,1,OmniTech Sellers,4.1,4.5,10308,In Stock,No,Yes,Friday,1,2026-06-05 01:17:09
ITEM000840,Flipkart,Apple Headphones Essential 520,Apple,Electronics,Headphones,4483.95,3265.66,27.17,0.0,0.0,3265.66,2,Appario Retail,5.0,4.3,6540,In Stock,Yes,No,Tuesday,0,2026-06-23 04:00:20
ITEM000841,Ajio,Pepe Jeans Jeans Plus 28,Pepe Jeans,Fashion,Jeans,4187.7,1794.43,57.15,0.0,163.33,1631.1,3,Flipkart Wholesale,4.0,4.3,3167,In Stock,No,Yes,Sunday,1,2026-05-17 20:36:00
ITEM000842,Amazon,boAt Speaker Classic 721,boAt,Electronics,Speaker,19037.78,18093.51,4.96,0.0,956.8,17136.71,2,Style Hub Sellers,4.4,4.9,36540,In Stock,Yes,Yes,Tuesday,0,2026-07-07 11:41:13
ITEM000843,Flipkart,Sugar Makeup Plus 663,Sugar,Beauty,Makeup,745.27,576.54,22.64,0.0,94.01,482.53,4,Urban Trade Co,4.6,4.5,35435,In Stock,No,No,Thursday,0,2026-03-05 07:18:39
ITEM000844,Amazon,Philips Kitchen Appliances Trendy 756,Philips,Home & Kitchen,Kitchen Appliances,9280.89,9044.23,2.55,130.94,945.99,7967.3,3,OmniTech Sellers,3.8,4.1,19331,In Stock,No,Yes,Thursday,0,2026-03-12 05:50:28
ITEM000845,Ajio,Soch Sarees Classic 963,Soch,Fashion,Sarees,1441.42,1053.39,26.92,0.0,0.0,1053.39,4,TrueValue Retail,4.5,3.8,38985,In Stock,No,No,Wednesday,0,2026-06-10 01:09:47
ITEM000846,Amazon,HarperCollins Non-Fiction Pro 160,HarperCollins,Books,Non-Fiction,1489.7,1092.69,26.65,36.36,0.0,1056.33,1,Ajio Retail,4.3,3.3,19315,In Stock,No,No,Monday,0,2026-06-22 00:28:56
ITEM000847,Flipkart,Wakefit Furniture Everyday 895,Wakefit,Home & Kitchen,Furniture,56057.94,42043.46,25.0,0.0,823.45,41220.01,5,TechZone India,4.0,3.8,50647,In Stock,No,Yes,Tuesday,0,2026-06-09 01:05:12
ITEM000848,Amazon,Nestasia Home Decor Neo 636,Nestasia,Home & Kitchen,Home Decor,2865.03,2039.61,28.81,0.0,0.0,2039.61,1,Flipkart Wholesale,3.6,3.9,47102,In Stock,No,Yes,Sunday,0,2026-03-22 15:38:13
ITEM000849,Amazon,Mamaearth Haircare Classic 882,Mamaearth,Beauty,Haircare,2494.35,2102.74,15.7,0.0,134.15,1968.59,18,Cloudtail India,4.3,4.4,24218,Out of Stock,No,Yes,Thursday,0,2026-04-02 02:15:52
ITEM000850,Flipkart,Adidas Shoes Max 564,Adidas,Fashion,Shoes,11113.96,8116.52,26.97,435.56,0.0,7680.96,1,RetailNet,4.7,5.0,8765,In Stock,No,No,Monday,0,2026-03-30 22:01:45
ITEM000851,Ajio,Biba Kurtas Max 53,Biba,Fashion,Kurtas,3797.44,3488.33,8.14,0.0,0.0,3488.33,1,Cloudtail India,4.0,4.1,43995,In Stock,No,Yes,Tuesday,0,2026-02-03 12:28:51
ITEM000852,Amazon,Fastrack Watches Prime 840,Fastrack,Fashion,Watches,11114.9,7816.0,29.68,0.0,0.0,7816.0,4,TrueValue Retail,3.6,4.2,53147,In Stock,No,Yes,Friday,0,2026-03-20 08:19:06
ITEM000853,Ajio,Maybelline Makeup Essential 243,Maybelline,Beauty,Makeup,3152.21,2731.39,13.35,0.0,0.0,2731.39,15,TrueValue Retail,4.6,3.6,49929,Out of Stock,No,Yes,Monday,0,2026-03-16 11:54:12
ITEM000854,Flipkart,Reebok Shoes Series 211,Reebok,Fashion,Shoes,4631.83,3785.13,18.28,0.0,0.0,3785.13,1,RetailNet,4.5,4.6,15302,In Stock,No,Yes,Thursday,0,2026-04-02 14:02:21
ITEM000855,Flipkart,Woodland Shoes Ultra 831,Woodland,Fashion,Shoes,8688.5,6335.65,27.08,0.0,1117.36,5218.29,1,Urban Trade Co,4.4,4.0,27074,In Stock,No,No,Wednesday,0,2026-04-15 12:03:26
ITEM000856,Flipkart,Soch Sarees Classic 963,Soch,Fashion,Sarees,11257.85,9859.63,12.42,0.0,0.0,9859.63,3,PrimeMart Retail,5.0,3.9,38956,In Stock,No,No,Monday,0,2026-06-08 10:49:32
ITEM000857,Ajio,Nike Jackets Classic 825,Nike,Fashion,Jackets,4244.83,3599.19,15.21,115.98,0.0,3483.21,7,HomeEssentials Store,4.4,4.4,15226,In Stock,No,No,Thursday,0,2026-07-16 02:32:43
ITEM000858,Amazon,boAt Speaker Classic 763,boAt,Electronics,Speaker,8003.51,7287.2,8.95,0.0,623.01,6664.19,4,RetailNet,4.1,4.1,8525,In Stock,Yes,Yes,Monday,0,2026-02-09 20:12:52
ITEM000859,Amazon,Kore Fitness Equipment Signature 419,Kore,Sports,Fitness Equipment,7405.67,5036.6,31.99,0.0,126.17,4910.43,3,Urban Trade Co,3.8,4.6,15436,In Stock,No,No,Thursday,0,2026-05-14 13:00:42
ITEM000860,Ajio,Nike Shoes Lite 251,Nike,Fashion,Shoes,9831.17,6853.31,30.29,0.0,0.0,6853.31,1,Cloudtail India,4.2,4.4,1997,In Stock,No,Yes,Friday,0,2026-03-13 06:23:48
ITEM000861,Ajio,Bata Shoes Signature 46,Bata,Fashion,Shoes,6870.04,6137.69,10.66,0.0,0.0,6137.69,5,Cloudtail India,4.4,4.2,47291,In Stock,No,Yes,Thursday,0,2026-06-18 04:08:46
ITEM000862,Ajio,Global Desi Dresses Neo 703,Global Desi,Fashion,Dresses,4061.88,3118.71,23.22,0.0,0.0,3118.71,3,PrimeMart Retail,4.5,4.7,52756,In Stock,No,Yes,Monday,0,2026-04-06 10:54:34
ITEM000863,Flipkart,Puma T-Shirts Lite 188,Puma,Fashion,T-Shirts,1238.36,1141.77,7.8,0.0,0.0,1141.77,1,TrueValue Retail,3.9,4.7,26234,In Stock,No,No,Thursday,0,2026-03-12 03:43:12
ITEM000864,Amazon,Xiaomi Tablet Prime 706,Xiaomi,Electronics,Tablet,36009.0,35141.18,2.41,0.0,0.0,35141.18,2,WS Retail,4.2,4.5,30306,In Stock,Yes,Yes,Friday,0,2026-07-31 22:34:34
ITEM000865,Flipkart,Canon Camera Plus 668,Canon,Electronics,Camera,173609.14,138279.68,20.35,0.0,0.0,138279.68,3,Cloudtail India,4.6,4.4,17619,In Stock,Yes,Yes,Friday,0,2026-04-24 07:18:24
ITEM000866,Amazon,Tresemme Haircare Signature 291,Tresemme,Beauty,Haircare,646.12,541.06,16.26,0.0,68.64,472.42,3,RetailNet,4.4,3.8,27078,In Stock,No,No,Sunday,0,2026-06-21 15:24:23
ITEM000867,Amazon,Decathlon Sportswear Series 942,Decathlon,Sports,Sportswear,1605.48,1415.87,11.81,0.0,173.48,1242.39,1,Cloudtail India,4.6,4.0,38068,In Stock,No,No,Sunday,0,2026-02-01 09:56:56
ITEM000868,Flipkart,Mamaearth Skincare Trendy 142,Mamaearth,Beauty,Skincare,155.81,119.43,23.35,0.0,0.0,119.43,2,PrimeMart Retail,4.4,4.2,38554,In Stock,No,No,Wednesday,0,2026-03-18 23:07:56
ITEM000869,Amazon,Havells Kitchen Appliances Classic 922,Havells,Home & Kitchen,Kitchen Appliances,17366.5,7851.39,54.79,196.38,0.0,7655.01,5,PrimeMart Retail,4.7,4.4,35762,In Stock,No,Yes,Tuesday,1,2026-04-14 19:54:47
ITEM000870,Amazon,Biba Sarees Plus 442,Biba,Fashion,Sarees,3202.2,2673.2,16.52,0.0,0.0,2673.2,7,HomeEssentials Store,4.8,4.0,41624,In Stock,No,Yes,Saturday,0,2026-07-18 23:17:07
ITEM000871,Ajio,Soch Sarees Classic 963,Soch,Fashion,Sarees,6851.68,6148.7,10.26,0.0,0.0,6148.7,1,HomeEssentials Store,4.7,3.9,38922,In Stock,No,No,Saturday,0,2026-02-21 14:38:37
ITEM000872,Flipkart,Apple Laptop Pro 578,Apple,Electronics,Laptop,77667.88,65225.49,16.02,465.03,892.05,63868.41,3,TechZone India,4.9,4.3,9559,In Stock,Yes,No,Monday,0,2026-05-11 07:08:05
ITEM000873,Amazon,Allen Solly T-Shirts Neo 762,Allen Solly,Fashion,T-Shirts,1148.19,749.19,34.75,0.0,0.0,749.19,1,HomeEssentials Store,4.5,4.0,42250,In Stock,No,No,Wednesday,0,2026-06-24 03:09:20
ITEM000874,Ajio,Nike Jackets Series 761,Nike,Fashion,Jackets,1882.91,1820.21,3.33,0.0,0.0,1820.21,3,OmniTech Sellers,4.3,3.6,34177,In Stock,No,No,Sunday,0,2026-07-26 17:02:08
ITEM000875,Amazon,Decathlon Fitness Equipment Neo 109,Decathlon,Sports,Fitness Equipment,11365.19,8192.03,27.92,0.0,0.0,8192.03,2,Appario Retail,3.9,3.6,34091,In Stock,No,Yes,Wednesday,0,2026-05-06 02:33:14
ITEM000876,Flipkart,boAt Speaker Plus 500,boAt,Electronics,Speaker,11535.78,10163.02,11.9,0.0,0.0,10163.02,3,HomeEssentials Store,4.2,3.8,36279,In Stock,Yes,Yes,Friday,0,2026-06-26 05:03:46
